Nummer;Datum;Ort;Name_voll;GND;Wiki;Absender/Empfänger;Journalnummer;Aufbewahrungsort_Kürzel;Aufbewahrungsort;Aufbewahrungsinstitution;Zusatz;Druck;Jahr;Kommentar;VON/AN
2567;18.03.;Rüschhaus;Annette von Droste-Hülshoff;118527533;https://de.wikipedia.org/wiki/Annette_von_Droste-H%C3%BClshoff;Droste Annette;;B SB;Berlin;Staatsbibliothek Preussischer Kulturbesitz;;27,211-17;1837;;AN
402;29.03.;Aarau;Anton Aloys Meinrad Franz von Hohenzollern-Sigmaringen;131601555;https://de.wikipedia.org/wiki/Anton_Aloys_(Hohenzollern-Sigmaringen);HoSi Anton Aloys;;S SA;Sigmaringen;Staatsarchiv;;;1822;;VON
1653;05.04.;Sigmaringen;Anton Aloys Meinrad Franz von Hohenzollern-Sigmaringen;131601555;https://de.wikipedia.org/wiki/Anton_Aloys_(Hohenzollern-Sigmaringen);HoSi Anton Alois;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;AN
1668;13.05.;Sigmaringen;Anton Aloys Meinrad Franz von Hohenzollern-Sigmaringen;131601555;https://de.wikipedia.org/wiki/Anton_Aloys_(Hohenzollern-Sigmaringen);HoSi Anton Alois;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;AN
1943;12.04.;Sigmaringen;Anton Aloys Meinrad Franz von Hohenzollern-Sigmaringen;131601555;https://de.wikipedia.org/wiki/Anton_Aloys_(Hohenzollern-Sigmaringen);HoSi Anton Alois;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Entwurf, von dritter Hand geschrieben;;1822;;AN
1944;Dass.;Sigmaringen;Anton Aloys Meinrad Franz von Hohenzollern-Sigmaringen;131601555;https://de.wikipedia.org/wiki/Anton_Aloys_(Hohenzollern-Sigmaringen);HoSi Anton Alois;;S SA;Sigmaringen;Staatsarchiv;;;1822;;AN
1706;22.12.;Heiligenberg;Anton Beller;1012176207;-;Beller;;L SA;Luzern;Staatsarchiv;;;1817;;AN
1764;23.03.;Heiligenberg;Anton Beller;1012176207;-;Beller;;L SA;Luzern;Staatsarchiv;;;1818;;AN
1625;20.02.;Donaueschingen;Anton Dilger;-;-;Dilger;;K BLB;Karlsruhe;Badische Landesbibliothek;Abschrift;;1808;;AN
2804;16.06.;Engen;Anton Roos;-;-;Roos;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1843;;AN
1853;17.04.;Mannheim;Artaria (Verlag);2030321-X;https://de.wikipedia.org/wiki/Artaria;Artaria;;L SA;Luzern;Staatsarchiv;;;1820;;AN
1413;27.06.;Meersburg;August Gustav Riedlinger;-;-;Riedlinger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1849;;VON
2855;27.01.;Meersburg;August Gustav Riedlinger;-;-;Riedlinger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1845;;AN
2977;25.02.;Meersburg;August Gustav Riedlinger;-;-;Riedlinger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1848;;AN
3031;26.06.;Meersburg;August Gustav Riedlinger;-;-;Riedlinger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1849;;AN
1014;30.08.;Eppishausen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;236;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1838;;VON
1019;24.09.;Eppishausen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;260;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1838;;VON
1028;08.11.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;299;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1838;;VON
1032;05.12.;Eppishausen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;321;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1838;;VON
1039;07.02.;Eppishausen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;30;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1839;;VON
1061;05.09.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;139;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1839;;VON
1072;15.01.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;16;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1840;;VON
1197;30.09.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;S WLB;Stuttgart;Württembergische Landesbibliothek;;51,161/t;1842;;VON
1207;07.02.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;13;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1843;;VON
1219;A 05.;ohne_Ortsangabe;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;?;B SA;Basel;Staatsarchiv des Kantons Basel-Stadt;Abschrift;43,129;1843;;VON
1220;06.05.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;62;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1843;;VON
1228;16.07.;Meersburg;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;98;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1843;;VON
2642;03.09.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1838;;AN
2646;Sept.;ohne_Ortsangabe;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;S WLB;Stuttgart;Württembergische Landesbibliothek;Entwurf;;1838;;AN
2662;28.04.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1839;;AN
2678;09.01.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1840;;AN
2787;11.01.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;AN
2796;20.04.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;AN
2802;01.06.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;AN
2805;13.07.;Tübingen;August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;Reyscher;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;AN
944;13.10.;Eppishausen;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;174;SG KB;St.Gallen;Kantonsbibliothek;;;1837;;VON
976;13.03.;Eppishausen;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;;SG KB;St.Gallen;Kantonsbibliothek;;;1838;;VON
978;15.03.;Eppishausen;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;79;SG KB;St.Gallen;Kantonsbibliothek;;;1838;;VON
999;03.07.;Sigmaringen_Eppish.;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;;SG KB;St.Gallen;Kantonsbibliothek;gedruckte Anzeige;;1838;;VON
1261;24.04.;Meersburg;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;61;SG KB;St.Gallen;Kantonsbibliothek;;;1845;;VON
1493;22.07.;Meersburg;August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;Näf;;SG KB;St.Gallen;Kantonsbibliothek;;;1853;;VON
1416;03.07.;Meersburg;August von Arnswaldt;116352612;https://de.wikipedia.org/wiki/August_von_Arnswaldt;Arnswaldt Aug.;96;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;3,139;1849;;VON
1478;13.01.;Meersburg;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1853;;VON
2835;08.07.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1844;;AN
2851;12.12.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1844;;AN
2886;24.09.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1845;;AN
3137;29.11.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1852;;AN
3142;18.02.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;Bayer August;;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1853;;AN
2968;24.01.;Bökendorf;August von Haxthausen;118547305;https://de.wikipedia.org/wiki/August_Franz_von_Haxthausen;Haxthausen August;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1848;;AN
919;15.11.;Eppishausen;Augustin Marquand;-;-;Marquand;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1836;;VON
2547;12.09.;Goree;Augustin Marquand;-;-;Marquand;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1836;;AN
2854;24.01.;Meersburg;Bachmann;-;-;Bachmann;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1845;;AN
1936;01.03.;Karlsruhe;Badische Amortisationskasse;-;-;Bad. Amortisationskasse;;L SA;Luzern;Staatsarchiv;;;1822;;AN
1938;05.03.;Hüfingen;Badische Amortisationskasse;-;-;Bad. Amortisationskasse;;L SA;Luzern;Staatsarchiv;;;1822;;AN
1947;13.05.;Hüfingen;Badische Amortisationskasse;-;-;Bad. Amortisationskasse;;L SA;Luzern;Staatsarchiv;;;1822;;AN
1948;25.06.;Hüfingen;Badische Amortisationskasse;-;-;Bad. Amortisationskasse;;L SA;Luzern;Staatsarchiv;;;1822;;AN
1659;12.09.;Hüfingen;Badische Einnehmerei;-;-;Badische Einnehmerei;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1814;;AN
1526;3.7.;;Badische Zeitungsexpedition;-;-;Badische Zeitungsexpedition;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;Weitere Angaben in Harris;VON
1326;26.06.;Meersburg;Badisches Bezirksamt Meersburg;-;https://de.wikipedia.org/wiki/Bezirksamt_Meersburg;Bad. Bezirksamt;75;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1847;;VON
1075;30.01.;Meersburg;Bartholome Loppacher;-;-;Loppacher;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Entwurf;;1840;;VON
1134;12.07.;Überlingen;Bartholome Loppacher;-;-;Loppacher;172;K BLB;Karlsruhe;Badische Landesbibliothek;;;1841;;VON
1745;18.02.;Bollwiler;Baumann Freres;-;-;Baumann;;L SA;Luzern;Staatsarchiv;;;1818;;AN
